cause,effect,edge,theoretical_perturbation_sets,theoretical_identifiable,theoretical_recovery_edge,theoretical_recoverable,application_recoverable,application_rows,recovered_application_rows,intervention_sets_tested,theoretical_only_not_application
crp,glpd,crp->glpd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpe,crp->glpe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpf,crp->glpf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpg,crp->glpg,,True,False,True,True,240,240,10,False
crp,glpk,crp->glpk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpq,crp->glpq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpr,crp->glpr,,True,False,True,True,240,240,10,False
crp,glpt,crp->glpt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpx,crp->glpx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glta,crp->glta,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gltb,crp->gltb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gltd,crp->gltd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gltf,crp->gltf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gntk,crp->gntk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gntp,crp->gntp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gntt,crp->gntt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gntu,crp->gntu,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gpsa,crp->gpsa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,grca,crp->grca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,grpe,crp->grpe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,guaa,crp->guaa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,guab,crp->guab,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gutm,crp->gutm,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,gutq,crp->gutq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gyra,crp->gyra,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hflc,crp->hflc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hflk,crp->hflk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hflx,crp->hflx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hfq,crp->hfq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hica,crp->hica,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hicb,crp->hicb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hlye,crp->hlye,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hofb,crp->hofb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hofc,crp->hofc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hofm,crp->hofm,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hofn,crp->hofn,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hofo,crp->hofo,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hofp,crp->hofp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hpt,crp->hpt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,htpg,crp->htpg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hupa,crp->hupa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hupb,crp->hupb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfa,crp->hyfa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfb,crp->hyfb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfc,crp->hyfc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfd,crp->hyfd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfe,crp->hyfe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyff,crp->hyff,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfg,crp->hyfg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfh,crp->hyfh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfi,crp->hyfi,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfj,crp->hyfj,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,hyfr,crp->hyfr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,idnd,crp->idnd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,idnk,crp->idnk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,idno,crp->idno,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,idnr,crp->idnr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,idnt,crp->idnt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ilvb,crp->ilvb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ilvn,crp->ilvn,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,infb,crp->infb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ivbl,crp->ivbl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,kbaz,crp->kbaz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,laca,crp->laca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,laci,crp->laci,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lacy,crp->lacy,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lacz,crp->lacz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lamb,crp->lamb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ldtb,crp->ldtb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lgod,crp->lgod,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lgor,crp->lgor,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lhgd,crp->lhgd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lpd,crp->lpd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsra,crp->lsra,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsrb,crp->lsrb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsrc,crp->lsrc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsrd,crp->lsrd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsrf,crp->lsrf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsrg,crp->lsrg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsrk,crp->lsrk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lsrr,crp->lsrr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,lyxk,crp->lyxk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,male,crp->male,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,malf,crp->malf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,malg,crp->malg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mali,crp->mali,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,malk,crp->malk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,malm,crp->malm,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mals,crp->mals,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,malt,crp->malt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,malx,crp->malx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,maly,crp->maly,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mana,crp->mana,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,manx,crp->manx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,many,crp->many,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,manz,crp->manz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mara,crp->mara,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,marb,crp->marb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,marr,crp->marr,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,maze,crp->maze,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,mazf,crp->mazf,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,mdh,crp->mdh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mdte,crp->mdte,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mdtf,crp->mdtf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mela,crp->mela,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,melb,crp->melb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,melr,crp->melr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,metk,crp->metk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mety,crp->mety,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mgla,crp->mgla,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mglb,crp->mglb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mglc,crp->mglc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mhpa,crp->mhpa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mhpb,crp->mhpb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mhpc,crp->mhpc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mhpd,crp->mhpd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mhpe,crp->mhpe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mhpf,crp->mhpf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mhpr,crp->mhpr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mlc,crp->mlc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,moda,crp->moda,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,modb,crp->modb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,modc,crp->modc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mokb,crp->mokb,,True,False,True,True,240,240,10,False
crp,mpl,crp->mpl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mtla,crp->mtla,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mtld,crp->mtld,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,mtlr,crp->mtlr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,murp,crp->murp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,murq,crp->murq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nadc,crp->nadc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,naga,crp->naga,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nagb,crp->nagb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nagc,crp->nagc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nage,crp->nage,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nana,crp->nana,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nanc,crp->nanc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nane,crp->nane,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nank,crp->nank,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nanm,crp->nanm,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nanq,crp->nanq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nans,crp->nans,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nant,crp->nant,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,narq,crp->narq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nfua,crp->nfua,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nirb,crp->nirb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nirc,crp->nirc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nird,crp->nird,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nlpe,crp->nlpe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nrda,crp->nrda,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nrdb,crp->nrdb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nupc,crp->nupc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nupg,crp->nupg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,nusa,crp->nusa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ompa,crp->ompa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ompf,crp->ompf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ompr,crp->ompr,"set 2: fliz, fur, rpoh",False,True,True,True,240,24,10,False
crp,ompw,crp->ompw,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ortt,crp->ortt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,osmy,crp->osmy,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,oxyr,crp->oxyr,"set 2: fliz, fur, rpoh",False,True,True,True,240,24,10,False
crp,paaa,crp->paaa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paab,crp->paab,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paac,crp->paac,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paad,crp->paad,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paae,crp->paae,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paaf,crp->paaf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paag,crp->paag,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paah,crp->paah,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paai,crp->paai,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paaj,crp->paaj,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paak,crp->paak,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,paaz,crp->paaz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,patz,crp->patz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,pck,crp->pck,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,pdhr,crp->pdhr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,pflb,crp->pflb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,pgk,crp->pgk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,plar,crp->plar,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,pncb,crp->pncb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,pnp,crp->pnp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ppdd,crp->ppdd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ppia,crp->ppia,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prea,crp->prea,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,pret,crp->pret,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prib,crp->prib,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prop,crp->prop,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prpb,crp->prpb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prpc,crp->prpc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prpd,crp->prpd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prpe,crp->prpe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,prpr,crp->prpr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,psie,crp->psie,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,psug,crp->psug,,True,False,True,True,240,240,10,False
crp,psuk,crp->psuk,,True,False,True,True,240,240,10,False
crp,ptsg,crp->ptsg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ptsh,crp->ptsh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ptsi,crp->ptsi,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,purh,crp->purh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,putp,crp->putp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,puub,crp->puub,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,puuc,crp->puuc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,puud,crp->puud,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,puue,crp->puue,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,puur,crp->puur,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,raia,crp->raia,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rbfa,crp->rbfa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rbsa,crp->rbsa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rbsb,crp->rbsb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rbsc,crp->rbsc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rbsd,crp->rbsd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rbsk,crp->rbsk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rbsr,crp->rbsr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rela,crp->rela,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rhaa,crp->rhaa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rhab,crp->rhab,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rhad,crp->rhad,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rhar,crp->rhar,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,rhas,crp->rhas,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,rhat,crp->rhat,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,riha,crp->riha,,True,False,True,True,240,240,10,False
crp,rimp,crp->rimp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rmf,crp->rmf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rof,crp->rof,,True,False,True,True,240,240,10,False
crp,rpli,crp->rpli,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rplm,crp->rplm,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rpoe,crp->rpoe,"set 3: fis, nac, rpoe",False,True,True,False,216,0,9,True
crp,rpoh,crp->rpoh,"set 2: fliz, fur, rpoh",False,True,True,False,216,0,9,True
crp,rpos,crp->rpos,"set 4: hns, mara, rpos",False,True,True,False,216,0,9,True
crp,rpsf,crp->rpsf,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,rpsi,crp->rpsi,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rpso,crp->rpso,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rpsr,crp->rpsr,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,rsea,crp->rsea,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rseb,crp->rseb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rsec,crp->rsec,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rsed,crp->rsed,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rspa,crp->rspa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,rspb,crp->rspb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,sbmc,crp->sbmc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
